ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'973404'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'973404'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'973404'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'1356039'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'1356039'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'1356039'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'72341'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'72341'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'72341'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'1682148'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'1682148'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'1682148'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'1537262'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'1537262'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'1537262'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'1266276'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'1630458'
ACTION SNIPPET 10000 278 SNIPPET_RELEVANT b'1682430'
ACTION DOC 10000 298 EXAMINING_DOCUMENT b'1682430'
ACTION MARK 10000 301 CONSIDERED_RELEVANT b'1682430'
ACTION SNIPPET 10000 304 SNIPPET_RELEVANT b'1201094'
ACTION DOC 10000 324 EXAMINING_DOCUMENT b'1201094'
ACTION MARK 10000 327 CONSIDERED_RELEVANT b'1201094'
ACTION SNIPPET 10000 330 SNIPPET_RELEVANT b'1004118'
ACTION DOC 10000 350 EXAMINING_DOCUMENT b'1004118'
ACTION MARK 10000 353 CONSIDERED_RELEVANT b'1004118'
ACTION SNIPPET 10000 356 SNIPPET_RELEVANT b'526264'
ACTION DOC 10000 376 EXAMINING_DOCUMENT b'526264'
ACTION MARK 10000 379 CONSIDERED_RELEVANT b'526264'
ACTION SNIPPET 10000 382 SNIPPET_RELEVANT b'1825363'
ACTION DOC 10000 402 EXAMINING_DOCUMENT b'1825363'
ACTION MARK 10000 405 CONSIDERED_RELEVANT b'1825363'
ACTION SNIPPET 10000 408 SNIPPET_RELEVANT b'1158387'
ACTION DOC 10000 428 EXAMINING_DOCUMENT b'1158387'
ACTION MARK 10000 431 CONSIDERED_RELEVANT b'1158387'
ACTION SNIPPET 10000 434 SNIPPET_RELEVANT b'386255'
ACTION DOC 10000 454 EXAMINING_DOCUMENT b'386255'
ACTION MARK 10000 457 CONSIDERED_RELEVANT b'386255'
ACTION SNIPPET 10000 460 SNIPPET_NOT_RELEVANT b'933609'
ACTION SNIPPET 10000 463 SNIPPET_RELEVANT b'790461'
ACTION DOC 10000 483 EXAMINING_DOCUMENT b'790461'
ACTION MARK 10000 486 CONSIDERED_RELEVANT b'790461'
ACTION SNIPPET 10000 489 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 509 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 512 CONSIDERED_RELEVANT b'1534317'
ACTION SNIPPET 10000 515 SNIPPET_RELEVANT b'812141'
ACTION DOC 10000 535 EXAMINING_DOCUMENT b'812141'
ACTION MARK 10000 538 CONSIDERED_RELEVANT b'812141'
ACTION SNIPPET 10000 541 SNIPPET_RELEVANT b'1057737'
ACTION DOC 10000 561 EXAMINING_DOCUMENT b'1057737'
ACTION MARK 10000 564 CONSIDERED_RELEVANT b'1057737'
ACTION SNIPPET 10000 567 SNIPPET_RELEVANT b'1524975'
ACTION DOC 10000 587 EXAMINING_DOCUMENT b'1524975'
ACTION SNIPPET 10000 590 SNIPPET_RELEVANT b'1202009'
ACTION DOC 10000 610 EXAMINING_DOCUMENT b'1202009'
ACTION MARK 10000 613 CONSIDERED_RELEVANT b'1202009'
ACTION SNIPPET 10000 616 SNIPPET_RELEVANT b'790384'
ACTION DOC 10000 636 EXAMINING_DOCUMENT b'790384'
ACTION MARK 10000 639 CONSIDERED_RELEVANT b'790384'
ACTION SNIPPET 10000 642 SNIPPET_RELEVANT b'1129922'
ACTION DOC 10000 662 EXAMINING_DOCUMENT b'1129922'
ACTION MARK 10000 665 CONSIDERED_RELEVANT b'1129922'
ACTION SNIPPET 10000 668 SNIPPET_RELEVANT b'798190'
ACTION DOC 10000 688 EXAMINING_DOCUMENT b'798190'
ACTION MARK 10000 691 CONSIDERED_RELEVANT b'798190'
ACTION SNIPPET 10000 694 SNIPPET_RELEVANT b'798624'
ACTION DOC 10000 714 EXAMINING_DOCUMENT b'798624'
ACTION MARK 10000 717 CONSIDERED_RELEVANT b'798624'
ACTION SNIPPET 10000 720 SNIPPET_RELEVANT b'540823'
ACTION DOC 10000 740 EXAMINING_DOCUMENT b'540823'
ACTION MARK 10000 743 CONSIDERED_RELEVANT b'540823'
ACTION SNIPPET 10000 746 SNIPPET_NOT_RELEVANT b'1058364'
ACTION SNIPPET 10000 749 SNIPPET_RELEVANT b'1564834'
ACTION DOC 10000 769 EXAMINING_DOCUMENT b'1564834'
ACTION MARK 10000 772 CONSIDERED_RELEVANT b'1564834'
ACTION SNIPPET 10000 775 SNIPPET_NOT_RELEVANT b'1210150'
ACTION SNIPPET 10000 778 SNIPPET_NOT_RELEVANT b'993916'
