ACTION QUERY 10000 10 tropical storms
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'0597382337900b512fb81289f4945086'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'6d5003ac06e5b8a21b2f037ab813d185'
ACTION SNIPPET 10000 24 SNIPPET_NOT_RELEVANT b'5ac05a47d8abaa5e37cc2afcfa37d79b'
ACTION SNIPPET 10000 27 SNIPPET_NOT_RELEVANT b'39f9943059e04e22c566fb79ef66caf1'
ACTION SNIPPET 10000 30 SNIPPET_NOT_RELEVANT b'ba7f25b96d6af9ad332a75bad904d61b'
ACTION SNIPPET 10000 33 SNIPPET_NOT_RELEVANT b'9aa66a51340e2c12ced01956ee598541'
ACTION SNIPPET 10000 36 SNIPPET_NOT_RELEVANT b'b198caef4f05cca654efd3580f75db13'
ACTION SNIPPET 10000 39 SNIPPET_NOT_RELEVANT b'7e0a15ee7200aecc36250b4b2a06e48d'
ACTION SNIPPET 10000 42 SNIPPET_NOT_RELEVANT b'1babd24b0730f0d9335adc0aea7354ff'
ACTION SNIPPET 10000 45 SNIPPET_NOT_RELEVANT b'265273f827e85d69dacd16364912044a'
ACTION SNIPPET 10000 48 SNIPPET_NOT_RELEVANT b'f6ef341a52487b212572514ef8994151'
ACTION SNIPPET 10000 51 SNIPPET_NOT_RELEVANT b'697d6896864ad05cabe14c6bd5938f94'
ACTION SNIPPET 10000 54 SNIPPET_NOT_RELEVANT b'4cb7f56e9573ec29d01d103f6b3bd740'
ACTION SNIPPET 10000 57 SNIPPET_NOT_RELEVANT b'55f2d85612054c3a7d91ce3e0e502692'
ACTION SNIPPET 10000 60 SNIPPET_NOT_RELEVANT b'6336e551f1d4b67e8b5ffd7a4336177d'
ACTION QUERY 10000 70 Most destructive tropical storms
ACTION SERP 10000 75 EXAMINE_SERP
ACTION SNIPPET 10000 78 SNIPPET_NOT_RELEVANT b'5279c3b4c888e8435e81c91de9516368'
ACTION SNIPPET 10000 81 SNIPPET_NOT_RELEVANT b'7c5a48201bbf56bb8b51d1a3cb0940bc'
ACTION SNIPPET 10000 84 SNIPPET_RELEVANT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION DOC 10000 104 EXAMINING_DOCUMENT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION MARK 10000 107 CONSIDERED_RELEVANT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION SNIPPET 10000 110 SNIPPET_RELEVANT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION DOC 10000 130 EXAMINING_DOCUMENT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION MARK 10000 133 CONSIDERED_RELEVANT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION SNIPPET 10000 136 SNIPPET_NOT_RELEVANT b'3226ed08b4fca79ad57977a282d34206'
ACTION SNIPPET 10000 139 SNIPPET_NOT_RELEVANT b'8e62eadeb21ff0c62aa65769ae912d4a'
