ACTION QUERY 10000 10 Iran-Iraq Cooperation
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'554506'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'1071852'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'713338'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'713338'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'713339'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'713339'
ACTION QUERY 10000 77 Iran Iraq alliance
ACTION SERP 10000 82 EXAMINE_SERP
ACTION SNIPPET 10000 85 SNIPPET_NOT_RELEVANT b'386837'
ACTION SNIPPET 10000 88 SNIPPET_RELEVANT b'414086'
ACTION DOC 10000 108 EXAMINING_DOCUMENT b'414086'
ACTION MARK 10000 111 CONSIDERED_RELEVANT b'414086'
ACTION SNIPPET 10000 114 SNIPPET_RELEVANT b'401575'
ACTION DOC 10000 134 EXAMINING_DOCUMENT b'401575'
ACTION MARK 10000 137 CONSIDERED_RELEVANT b'401575'
ACTION SNIPPET 10000 140 SNIPPET_RELEVANT b'1443704'
ACTION DOC 10000 160 EXAMINING_DOCUMENT b'1443704'
ACTION SNIPPET 10000 163 SNIPPET_RELEVANT b'643598'
ACTION DOC 10000 183 EXAMINING_DOCUMENT b'643598'
ACTION MARK 10000 186 CONSIDERED_RELEVANT b'643598'
ACTION SNIPPET 10000 189 SNIPPET_RELEVANT b'1639627'
ACTION DOC 10000 209 EXAMINING_DOCUMENT b'1639627'
ACTION SNIPPET 10000 212 SNIPPET_RELEVANT b'995766'
ACTION DOC 10000 232 EXAMINING_DOCUMENT b'995766'
ACTION SNIPPET 10000 235 SNIPPET_RELEVANT b'419199'
ACTION DOC 10000 255 EXAMINING_DOCUMENT b'419199'
ACTION MARK 10000 258 CONSIDERED_RELEVANT b'419199'
ACTION SNIPPET 10000 261 SNIPPET_NOT_RELEVANT b'58799'
ACTION SNIPPET 10000 264 SNIPPET_NOT_RELEVANT b'31871'
ACTION SNIPPET 10000 267 SNIPPET_RELEVANT b'382211'
ACTION DOC 10000 287 EXAMINING_DOCUMENT b'382211'
ACTION MARK 10000 290 CONSIDERED_RELEVANT b'382211'
ACTION SNIPPET 10000 293 SNIPPET_RELEVANT b'1752727'
ACTION DOC 10000 313 EXAMINING_DOCUMENT b'1752727'
ACTION SNIPPET 10000 316 SNIPPET_NOT_RELEVANT b'1652191'
ACTION SNIPPET 10000 319 SNIPPET_NOT_RELEVANT b'1634960'
