ACTION QUERY 10000 10 automobile recalls
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 122 SNIPPET_NOT_RELEVANT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION SNIPPET 10000 125 SNIPPET_RELEVANT b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION DOC 10000 145 EXAMINING_DOCUMENT b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'8da5e260ea06521a83251f89afa5b893'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'8da5e260ea06521a83251f89afa5b893'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'8da5e260ea06521a83251f89afa5b893'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'a68b2760-6f7d-11e4-893f-86bd390a3340'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'a68b2760-6f7d-11e4-893f-86bd390a3340'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'a68b2760-6f7d-11e4-893f-86bd390a3340'
ACTION SNIPPET 10000 278 SNIPPET_RELEVANT b'c9d089e4803fc8c464ecf5becaea9c68'
ACTION DOC 10000 298 EXAMINING_DOCUMENT b'c9d089e4803fc8c464ecf5becaea9c68'
ACTION SNIPPET 10000 301 SNIPPET_RELEVANT b'8e6b8110-79dd-11e4-84d4-7c896b90abdc'
ACTION DOC 10000 321 EXAMINING_DOCUMENT b'8e6b8110-79dd-11e4-84d4-7c896b90abdc'
ACTION MARK 10000 324 CONSIDERED_RELEVANT b'8e6b8110-79dd-11e4-84d4-7c896b90abdc'
ACTION SNIPPET 10000 327 SNIPPET_RELEVANT b'563fb77e-024f-11e6-9203-7b8670959b88'
ACTION DOC 10000 347 EXAMINING_DOCUMENT b'563fb77e-024f-11e6-9203-7b8670959b88'
ACTION MARK 10000 350 CONSIDERED_RELEVANT b'563fb77e-024f-11e6-9203-7b8670959b88'
ACTION SNIPPET 10000 353 SNIPPET_RELEVANT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION DOC 10000 373 EXAMINING_DOCUMENT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION MARK 10000 376 CONSIDERED_RELEVANT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION SNIPPET 10000 379 SNIPPET_RELEVANT b'e2c9e3f4-7b14-11e4-b821-503cc7efed9e'
ACTION DOC 10000 399 EXAMINING_DOCUMENT b'e2c9e3f4-7b14-11e4-b821-503cc7efed9e'
ACTION MARK 10000 402 CONSIDERED_RELEVANT b'e2c9e3f4-7b14-11e4-b821-503cc7efed9e'
ACTION SNIPPET 10000 405 SNIPPET_RELEVANT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION DOC 10000 425 EXAMINING_DOCUMENT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION MARK 10000 428 CONSIDERED_RELEVANT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION SNIPPET 10000 431 SNIPPET_NOT_RELEVANT b'1df95e04-f37a-11e4-bcc4-e8141e5eb0c9'
ACTION SNIPPET 10000 434 SNIPPET_RELEVANT b'47c15ea143145df02aa2390a1882dff7'
ACTION DOC 10000 454 EXAMINING_DOCUMENT b'47c15ea143145df02aa2390a1882dff7'
ACTION MARK 10000 457 CONSIDERED_RELEVANT b'47c15ea143145df02aa2390a1882dff7'
ACTION SNIPPET 10000 460 SNIPPET_RELEVANT b'd80167cacea23a82754afa68cf82f1bd'
ACTION DOC 10000 480 EXAMINING_DOCUMENT b'd80167cacea23a82754afa68cf82f1bd'
ACTION MARK 10000 483 CONSIDERED_RELEVANT b'd80167cacea23a82754afa68cf82f1bd'
ACTION SNIPPET 10000 486 SNIPPET_RELEVANT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION DOC 10000 506 EXAMINING_DOCUMENT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION MARK 10000 509 CONSIDERED_RELEVANT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION SNIPPET 10000 512 SNIPPET_NOT_RELEVANT b'f6a0c992-8eac-11e3-84e1-27626c5ef5fb'
ACTION SNIPPET 10000 515 SNIPPET_RELEVANT b'70172e80-356c-11e5-8e66-07b4603ec92a'
ACTION DOC 10000 535 EXAMINING_DOCUMENT b'70172e80-356c-11e5-8e66-07b4603ec92a'
ACTION MARK 10000 538 CONSIDERED_RELEVANT b'70172e80-356c-11e5-8e66-07b4603ec92a'
ACTION SNIPPET 10000 541 SNIPPET_RELEVANT b'afd6953a-8246-11e4-9f38-95a187e4c1f7'
ACTION DOC 10000 561 EXAMINING_DOCUMENT b'afd6953a-8246-11e4-9f38-95a187e4c1f7'
ACTION MARK 10000 564 CONSIDERED_RELEVANT b'afd6953a-8246-11e4-9f38-95a187e4c1f7'
ACTION SNIPPET 10000 567 SNIPPET_RELEVANT b'a3cada32-79b0-11e5-b9c1-f03c48c96ac2'
ACTION DOC 10000 587 EXAMINING_DOCUMENT b'a3cada32-79b0-11e5-b9c1-f03c48c96ac2'
ACTION MARK 10000 590 CONSIDERED_RELEVANT b'a3cada32-79b0-11e5-b9c1-f03c48c96ac2'
ACTION SNIPPET 10000 593 SNIPPET_RELEVANT b'703d696d5d270ec65278750bfa8e2a19'
ACTION DOC 10000 613 EXAMINING_DOCUMENT b'703d696d5d270ec65278750bfa8e2a19'
ACTION MARK 10000 616 CONSIDERED_RELEVANT b'703d696d5d270ec65278750bfa8e2a19'
ACTION SNIPPET 10000 619 SNIPPET_RELEVANT b'825e3048-80cf-11e6-8327-f141a7beb626'
ACTION DOC 10000 639 EXAMINING_DOCUMENT b'825e3048-80cf-11e6-8327-f141a7beb626'
ACTION SNIPPET 10000 642 SNIPPET_NOT_RELEVANT b'b6e49a08-bfb1-11e5-9443-7074c3645405'
ACTION SNIPPET 10000 645 SNIPPET_RELEVANT b'a9b8ff24-aba7-11e3-b8ca-197ef3568958'
ACTION DOC 10000 665 EXAMINING_DOCUMENT b'a9b8ff24-aba7-11e3-b8ca-197ef3568958'
ACTION SNIPPET 10000 668 SNIPPET_NOT_RELEVANT b'920904b4722a8adcf45cdfd1a9391ef2'
ACTION QUERY 10000 678 Automobile recall
ACTION SERP 10000 683 EXAMINE_SERP
ACTION SNIPPET 10000 686 SEEN_PREVIOUSLY b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION SNIPPET 10000 689 SEEN_PREVIOUSLY b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION SNIPPET 10000 692 SEEN_PREVIOUSLY b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION SNIPPET 10000 695 SNIPPET_RELEVANT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION DOC 10000 715 EXAMINING_DOCUMENT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION SNIPPET 10000 718 SEEN_PREVIOUSLY b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION SNIPPET 10000 721 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 724 SEEN_PREVIOUSLY b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 727 SEEN_PREVIOUSLY b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION SNIPPET 10000 730 SEEN_PREVIOUSLY b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION QUERY 10000 740 Car recall
ACTION SERP 10000 745 EXAMINE_SERP
ACTION SNIPPET 10000 748 SNIPPET_NOT_RELEVANT b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION SNIPPET 10000 751 SNIPPET_RELEVANT b'7819f441fd7ed1c051aaeece681185ff'
ACTION DOC 10000 771 EXAMINING_DOCUMENT b'7819f441fd7ed1c051aaeece681185ff'
ACTION MARK 10000 774 CONSIDERED_RELEVANT b'7819f441fd7ed1c051aaeece681185ff'
ACTION SNIPPET 10000 777 SEEN_PREVIOUSLY b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 780 SNIPPET_NOT_RELEVANT b'32b3e5d3d20b84f9a417d2d811291d65'
ACTION SNIPPET 10000 783 SNIPPET_RELEVANT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION DOC 10000 803 EXAMINING_DOCUMENT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION MARK 10000 806 CONSIDERED_RELEVANT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION SNIPPET 10000 809 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 812 SNIPPET_RELEVANT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION DOC 10000 832 EXAMINING_DOCUMENT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION MARK 10000 835 CONSIDERED_RELEVANT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION SNIPPET 10000 838 SEEN_PREVIOUSLY b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION SNIPPET 10000 841 SNIPPET_RELEVANT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION DOC 10000 861 EXAMINING_DOCUMENT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION MARK 10000 864 CONSIDERED_RELEVANT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION SNIPPET 10000 867 SNIPPET_RELEVANT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION DOC 10000 887 EXAMINING_DOCUMENT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION MARK 10000 890 CONSIDERED_RELEVANT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION SNIPPET 10000 893 SNIPPET_NOT_RELEVANT b'f19899fe-fe66-11e4-8b6c-0dcce21e223d'
ACTION SNIPPET 10000 896 SNIPPET_RELEVANT b'63e72e40-f593-11e3-a3a5-42be35962a52'
ACTION DOC 10000 916 EXAMINING_DOCUMENT b'63e72e40-f593-11e3-a3a5-42be35962a52'
ACTION MARK 10000 919 CONSIDERED_RELEVANT b'63e72e40-f593-11e3-a3a5-42be35962a52'
ACTION SNIPPET 10000 922 SNIPPET_NOT_RELEVANT b'428fc0b0-803b-11e6-b002-307601806392'
ACTION SNIPPET 10000 925 SNIPPET_RELEVANT b'a7c290057d8896878bc0a1a2fa5f66f9'
ACTION DOC 10000 945 EXAMINING_DOCUMENT b'a7c290057d8896878bc0a1a2fa5f66f9'
ACTION MARK 10000 948 CONSIDERED_RELEVANT b'a7c290057d8896878bc0a1a2fa5f66f9'
ACTION SNIPPET 10000 951 SEEN_PREVIOUSLY b'563fb77e-024f-11e6-9203-7b8670959b88'
ACTION SNIPPET 10000 954 SNIPPET_RELEVANT b'5458faea-be44-11e6-91ee-1adddfe36cbe'
ACTION DOC 10000 974 EXAMINING_DOCUMENT b'5458faea-be44-11e6-91ee-1adddfe36cbe'
ACTION MARK 10000 977 CONSIDERED_RELEVANT b'5458faea-be44-11e6-91ee-1adddfe36cbe'
ACTION SNIPPET 10000 980 SNIPPET_RELEVANT b'2c65470a-5acd-11e4-b812-38518ae74c67'
ACTION DOC 10000 1000 EXAMINING_DOCUMENT b'2c65470a-5acd-11e4-b812-38518ae74c67'
ACTION MARK 10000 1003 CONSIDERED_RELEVANT b'2c65470a-5acd-11e4-b812-38518ae74c67'
ACTION SNIPPET 10000 1006 SNIPPET_RELEVANT b'ff13bb5c-aea5-11e3-a49e-76adc9210f19'
ACTION DOC 10000 1026 EXAMINING_DOCUMENT b'ff13bb5c-aea5-11e3-a49e-76adc9210f19'
ACTION MARK 10000 1029 CONSIDERED_RELEVANT b'ff13bb5c-aea5-11e3-a49e-76adc9210f19'
