ACTION QUERY 10000 10 tropical storms
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'0597382337900b512fb81289f4945086'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'6d5003ac06e5b8a21b2f037ab813d185'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'5ac05a47d8abaa5e37cc2afcfa37d79b'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'5ac05a47d8abaa5e37cc2afcfa37d79b'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'39f9943059e04e22c566fb79ef66caf1'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'39f9943059e04e22c566fb79ef66caf1'
ACTION QUERY 10000 77 Most destructive tropical storms
ACTION SERP 10000 82 EXAMINE_SERP
ACTION SNIPPET 10000 85 SNIPPET_NOT_RELEVANT b'5279c3b4c888e8435e81c91de9516368'
ACTION SNIPPET 10000 88 SNIPPET_RELEVANT b'7c5a48201bbf56bb8b51d1a3cb0940bc'
ACTION DOC 10000 108 EXAMINING_DOCUMENT b'7c5a48201bbf56bb8b51d1a3cb0940bc'
ACTION SNIPPET 10000 111 SNIPPET_RELEVANT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION DOC 10000 131 EXAMINING_DOCUMENT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION MARK 10000 134 CONSIDERED_RELEVANT b'dc6eb4e11a43b4b93a7c78f7f4b1f4c5'
ACTION SNIPPET 10000 137 SNIPPET_RELEVANT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION DOC 10000 157 EXAMINING_DOCUMENT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION MARK 10000 160 CONSIDERED_RELEVANT b'0c0976c3a4e68558bcc0c9848dae2822'
ACTION SNIPPET 10000 163 SNIPPET_RELEVANT b'3226ed08b4fca79ad57977a282d34206'
ACTION DOC 10000 183 EXAMINING_DOCUMENT b'3226ed08b4fca79ad57977a282d34206'
ACTION SNIPPET 10000 186 SNIPPET_RELEVANT b'8e62eadeb21ff0c62aa65769ae912d4a'
ACTION DOC 10000 206 EXAMINING_DOCUMENT b'8e62eadeb21ff0c62aa65769ae912d4a'
ACTION SNIPPET 10000 209 SNIPPET_RELEVANT b'66ffd75789475b89da7363027c7464de'
ACTION DOC 10000 229 EXAMINING_DOCUMENT b'66ffd75789475b89da7363027c7464de'
ACTION QUERY 10000 239 Deadliest hurricanes in history
ACTION SERP 10000 244 EXAMINE_SERP
ACTION SNIPPET 10000 247 SNIPPET_RELEVANT b'c98a30c51dfc71872fd977184bd9ebf8'
ACTION DOC 10000 267 EXAMINING_DOCUMENT b'c98a30c51dfc71872fd977184bd9ebf8'
ACTION SNIPPET 10000 270 SNIPPET_NOT_RELEVANT b'64232c34f72f4cd5ae47504726e7547f'
ACTION SNIPPET 10000 273 SNIPPET_NOT_RELEVANT b'b20452f51c726fdf95a1cf2c73d2414f'
