ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'391931'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'391931'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'391931'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'391930'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'391930'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'391930'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1202009'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1202009'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1202009'
ACTION SNIPPET 10000 122 SNIPPET_NOT_RELEVANT b'1058364'
ACTION SNIPPET 10000 125 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 145 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 148 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 151 SNIPPET_RELEVANT b'790384'
ACTION DOC 10000 171 EXAMINING_DOCUMENT b'790384'
ACTION MARK 10000 174 CONSIDERED_RELEVANT b'790384'
ACTION SNIPPET 10000 177 SNIPPET_RELEVANT b'1057737'
ACTION DOC 10000 197 EXAMINING_DOCUMENT b'1057737'
ACTION MARK 10000 200 CONSIDERED_RELEVANT b'1057737'
ACTION SNIPPET 10000 203 SNIPPET_RELEVANT b'1210150'
ACTION DOC 10000 223 EXAMINING_DOCUMENT b'1210150'
ACTION MARK 10000 226 CONSIDERED_RELEVANT b'1210150'
ACTION SNIPPET 10000 229 SNIPPET_RELEVANT b'1356232'
ACTION DOC 10000 249 EXAMINING_DOCUMENT b'1356232'
ACTION MARK 10000 252 CONSIDERED_RELEVANT b'1356232'
ACTION QUERY 10000 262 Homeschooling benefits
ACTION SERP 10000 267 EXAMINE_SERP
ACTION SNIPPET 10000 270 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 273 SNIPPET_RELEVANT b'1057716'
ACTION DOC 10000 293 EXAMINING_DOCUMENT b'1057716'
ACTION MARK 10000 296 CONSIDERED_RELEVANT b'1057716'
ACTION SNIPPET 10000 299 SNIPPET_RELEVANT b'1766937'
ACTION DOC 10000 319 EXAMINING_DOCUMENT b'1766937'
ACTION MARK 10000 322 CONSIDERED_RELEVANT b'1766937'
ACTION SNIPPET 10000 325 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 328 SNIPPET_RELEVANT b'309639'
ACTION DOC 10000 348 EXAMINING_DOCUMENT b'309639'
ACTION MARK 10000 351 CONSIDERED_RELEVANT b'309639'
ACTION SNIPPET 10000 354 SNIPPET_RELEVANT b'1203538'
