ACTION QUERY 10000 10 automobile recalls
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 122 SNIPPET_NOT_RELEVANT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION SNIPPET 10000 125 SNIPPET_RELEVANT b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION DOC 10000 145 EXAMINING_DOCUMENT b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'8da5e260ea06521a83251f89afa5b893'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'8da5e260ea06521a83251f89afa5b893'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'8da5e260ea06521a83251f89afa5b893'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'dc5a9e2d66562154337beaa14dca54b8'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION QUERY 10000 259 Automobile recall
ACTION SERP 10000 264 EXAMINE_SERP
ACTION SNIPPET 10000 267 SEEN_PREVIOUSLY b'17d805ec-7b6f-11e6-ac8e-cf8e0dd91dc7'
ACTION SNIPPET 10000 270 SEEN_PREVIOUSLY b'75623e70-f9ad-11e4-9030-b4732caefe81'
ACTION SNIPPET 10000 273 SNIPPET_RELEVANT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION DOC 10000 293 EXAMINING_DOCUMENT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION MARK 10000 296 CONSIDERED_RELEVANT b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION SNIPPET 10000 299 SNIPPET_RELEVANT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION DOC 10000 319 EXAMINING_DOCUMENT b'52b0fdb8-c463-11e5-9693-933a4d31bcc8'
ACTION SNIPPET 10000 322 SEEN_PREVIOUSLY b'ca5429d8-37a7-11e5-9d0f-7865a67390ee'
ACTION SNIPPET 10000 325 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 328 SEEN_PREVIOUSLY b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 331 SEEN_PREVIOUSLY b'4c0fa346afb21b9f7bf7afe1dc17292c'
ACTION SNIPPET 10000 334 SEEN_PREVIOUSLY b'5027abfc-78cb-11e5-a958-d889faf561dc'
ACTION SNIPPET 10000 337 SNIPPET_NOT_RELEVANT b'c9d089e4803fc8c464ecf5becaea9c68'
ACTION QUERY 10000 347 Car recall
ACTION SERP 10000 352 EXAMINE_SERP
ACTION SNIPPET 10000 355 SNIPPET_RELEVANT b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION DOC 10000 375 EXAMINING_DOCUMENT b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION MARK 10000 378 CONSIDERED_RELEVANT b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION SNIPPET 10000 381 SNIPPET_RELEVANT b'7819f441fd7ed1c051aaeece681185ff'
ACTION DOC 10000 401 EXAMINING_DOCUMENT b'7819f441fd7ed1c051aaeece681185ff'
ACTION MARK 10000 404 CONSIDERED_RELEVANT b'7819f441fd7ed1c051aaeece681185ff'
ACTION SNIPPET 10000 407 SEEN_PREVIOUSLY b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 410 SNIPPET_RELEVANT b'32b3e5d3d20b84f9a417d2d811291d65'
ACTION DOC 10000 430 EXAMINING_DOCUMENT b'32b3e5d3d20b84f9a417d2d811291d65'
ACTION MARK 10000 433 CONSIDERED_RELEVANT b'32b3e5d3d20b84f9a417d2d811291d65'
ACTION SNIPPET 10000 436 SNIPPET_RELEVANT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION DOC 10000 456 EXAMINING_DOCUMENT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION MARK 10000 459 CONSIDERED_RELEVANT b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION SNIPPET 10000 462 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 465 SNIPPET_NOT_RELEVANT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION SNIPPET 10000 468 SNIPPET_RELEVANT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION DOC 10000 488 EXAMINING_DOCUMENT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION MARK 10000 491 CONSIDERED_RELEVANT b'c2beeeda-b6c3-11e3-a7c6-70cf2db17781'
ACTION SNIPPET 10000 494 SNIPPET_RELEVANT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION DOC 10000 514 EXAMINING_DOCUMENT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION MARK 10000 517 CONSIDERED_RELEVANT b'98dc503c-0936-11e5-a7ad-b430fc1d3f5c'
ACTION SNIPPET 10000 520 SNIPPET_RELEVANT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION DOC 10000 540 EXAMINING_DOCUMENT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION MARK 10000 543 CONSIDERED_RELEVANT b'1dc21534-bff5-11e3-b574-f8748871856a'
ACTION QUERY 10000 553 Truck recall
ACTION SERP 10000 558 EXAMINE_SERP
ACTION SNIPPET 10000 561 SNIPPET_NOT_RELEVANT b'a48c7c92-57cc-11e5-abe9-27d53f250b11'
ACTION SNIPPET 10000 564 SNIPPET_RELEVANT b'4da44152-9202-11e4-ba53-a477d66580ed'
ACTION DOC 10000 584 EXAMINING_DOCUMENT b'4da44152-9202-11e4-ba53-a477d66580ed'
ACTION SNIPPET 10000 587 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 590 SEEN_PREVIOUSLY b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION SNIPPET 10000 593 SNIPPET_RELEVANT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION DOC 10000 613 EXAMINING_DOCUMENT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION MARK 10000 616 CONSIDERED_RELEVANT b'0529d9ac-fe52-11e4-805c-c3f407e5a9e9'
ACTION SNIPPET 10000 619 SEEN_PREVIOUSLY b'7dfb417f61e52c1ba2ce6e58f8c3647c'
ACTION SNIPPET 10000 622 SEEN_PREVIOUSLY b'093e9464-bb47-11e3-9c3c-311301e2167d'
ACTION SNIPPET 10000 625 SNIPPET_RELEVANT b'6789f552-33cf-11e5-94ce-834ad8f5c50e'
ACTION DOC 10000 645 EXAMINING_DOCUMENT b'6789f552-33cf-11e5-94ce-834ad8f5c50e'
ACTION MARK 10000 648 CONSIDERED_RELEVANT b'6789f552-33cf-11e5-94ce-834ad8f5c50e'
ACTION SNIPPET 10000 651 SNIPPET_RELEVANT b'48841d8e-28cc-11e6-b989-4e5479715b54'
ACTION DOC 10000 671 EXAMINING_DOCUMENT b'48841d8e-28cc-11e6-b989-4e5479715b54'
ACTION SNIPPET 10000 674 SNIPPET_RELEVANT b'601f12ea-1465-11e5-9518-f9e0a8959f32'
ACTION DOC 10000 694 EXAMINING_DOCUMENT b'601f12ea-1465-11e5-9518-f9e0a8959f32'
ACTION MARK 10000 697 CONSIDERED_RELEVANT b'601f12ea-1465-11e5-9518-f9e0a8959f32'
ACTION QUERY 10000 707 SUV recall
ACTION SERP 10000 712 EXAMINE_SERP
ACTION SNIPPET 10000 715 SEEN_PREVIOUSLY b'0340bb48-2692-11e5-aae2-6c4f59b050aa'
ACTION SNIPPET 10000 718 SNIPPET_RELEVANT b'ecdbb9a6-ba74-11e2-92f3-f291801936b8'
ACTION DOC 10000 738 EXAMINING_DOCUMENT b'ecdbb9a6-ba74-11e2-92f3-f291801936b8'
ACTION MARK 10000 741 CONSIDERED_RELEVANT b'ecdbb9a6-ba74-11e2-92f3-f291801936b8'
ACTION SNIPPET 10000 744 SEEN_PREVIOUSLY b'4da44152-9202-11e4-ba53-a477d66580ed'
ACTION SNIPPET 10000 747 SNIPPET_RELEVANT b'c0307f30-d852-11e2-a9f2-42ee3912ae0e'
ACTION DOC 10000 767 EXAMINING_DOCUMENT b'c0307f30-d852-11e2-a9f2-42ee3912ae0e'
ACTION MARK 10000 770 CONSIDERED_RELEVANT b'c0307f30-d852-11e2-a9f2-42ee3912ae0e'
ACTION SNIPPET 10000 773 SNIPPET_NOT_RELEVANT b'ad79f0fa-f71f-11e3-a606-946fd632f9f1'
ACTION SNIPPET 10000 776 SNIPPET_RELEVANT b'8787d47c-d7b0-11e3-aae8-c2d44bd79778'
ACTION DOC 10000 796 EXAMINING_DOCUMENT b'8787d47c-d7b0-11e3-aae8-c2d44bd79778'
ACTION MARK 10000 799 CONSIDERED_RELEVANT b'8787d47c-d7b0-11e3-aae8-c2d44bd79778'
ACTION SNIPPET 10000 802 SNIPPET_NOT_RELEVANT b'727f3d06-088a-11e6-bdcb-0133da18418d'
ACTION SNIPPET 10000 805 SNIPPET_RELEVANT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION DOC 10000 825 EXAMINING_DOCUMENT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION MARK 10000 828 CONSIDERED_RELEVANT b'db63cb9e-d359-11e6-945a-76f69a399dd5'
ACTION SNIPPET 10000 831 SNIPPET_NOT_RELEVANT b'f98c4c94-02c4-11e4-b8ff-89afd3fad6bd'
ACTION SNIPPET 10000 834 SNIPPET_RELEVANT b'331e21f8-742f-11e5-8d93-0af317ed58c9'
ACTION DOC 10000 854 EXAMINING_DOCUMENT b'331e21f8-742f-11e5-8d93-0af317ed58c9'
ACTION QUERY 10000 864 Motorbike recall
ACTION SERP 10000 869 EXAMINE_SERP
ACTION SNIPPET 10000 872 SNIPPET_RELEVANT b'1f4e7bbb39831ba40cc8b6d8431729dd'
ACTION DOC 10000 892 EXAMINING_DOCUMENT b'1f4e7bbb39831ba40cc8b6d8431729dd'
ACTION SNIPPET 10000 895 SNIPPET_NOT_RELEVANT b'0ec2efde65a1d60ef87c8e5913aafe93'
ACTION SNIPPET 10000 898 SNIPPET_NOT_RELEVANT b'41a6a9e0bc5186182aa0b7a0013482d4'
ACTION SNIPPET 10000 901 SNIPPET_NOT_RELEVANT b'd6005d00ee07f7149697cdfe9cc94efa'
ACTION SNIPPET 10000 904 SNIPPET_RELEVANT b'b8dfef9d49482f26ab81ef7bdc19312d'
ACTION DOC 10000 924 EXAMINING_DOCUMENT b'b8dfef9d49482f26ab81ef7bdc19312d'
ACTION SNIPPET 10000 927 SNIPPET_NOT_RELEVANT b'6a248206407e4ee80c838b30a0f3d1cd'
ACTION SNIPPET 10000 930 SNIPPET_NOT_RELEVANT b'7c55d9243d6e4553f4f94d258e240aa9'
ACTION SNIPPET 10000 933 SNIPPET_NOT_RELEVANT b'cfa9d5dc5e6f3b3822a601b69aff1977'
ACTION SNIPPET 10000 936 SNIPPET_RELEVANT b'ea42c0c1bf34bf9754486871a917227e'
ACTION DOC 10000 956 EXAMINING_DOCUMENT b'ea42c0c1bf34bf9754486871a917227e'
ACTION SNIPPET 10000 959 SNIPPET_RELEVANT b'39d1c90e-1498-11e2-bf18-a8a596df4bee'
ACTION DOC 10000 979 EXAMINING_DOCUMENT b'39d1c90e-1498-11e2-bf18-a8a596df4bee'
ACTION QUERY 10000 989 Vehicle recall
ACTION SERP 10000 994 EXAMINE_SERP
ACTION SNIPPET 10000 997 SEEN_PREVIOUSLY b'45e167fa54a9f11c8ec09ea403c6d0a4'
ACTION SNIPPET 10000 1000 SEEN_PREVIOUSLY b'32b3e5d3d20b84f9a417d2d811291d65'
ACTION SNIPPET 10000 1003 SNIPPET_NOT_RELEVANT b'3046525e-008e-11e4-8fd0-3a663dfa68ac'
ACTION SNIPPET 10000 1006 SEEN_PREVIOUSLY b'4167cbfc293495fffb36cb2e764d7ebc'
ACTION SNIPPET 10000 1009 SEEN_PREVIOUSLY b'1dc21534-bff5-11e3-b574-f8748871856a'
