ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'973404'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'973404'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'973404'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'1356039'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'1356039'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'1356039'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'72341'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'72341'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'72341'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'1682148'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'1682148'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'1682148'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'1537262'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'1537262'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'1537262'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'1266276'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'1630458'
ACTION QUERY 10000 285 Homeschooling benefits
ACTION SERP 10000 290 EXAMINE_SERP
ACTION SNIPPET 10000 293 SNIPPET_RELEVANT b'309639'
ACTION DOC 10000 313 EXAMINING_DOCUMENT b'309639'
ACTION MARK 10000 316 CONSIDERED_RELEVANT b'309639'
ACTION SNIPPET 10000 319 SNIPPET_RELEVANT b'1203538'
ACTION DOC 10000 339 EXAMINING_DOCUMENT b'1203538'
ACTION MARK 10000 342 CONSIDERED_RELEVANT b'1203538'
ACTION SNIPPET 10000 345 SNIPPET_RELEVANT b'1057716'
ACTION DOC 10000 365 EXAMINING_DOCUMENT b'1057716'
ACTION MARK 10000 368 CONSIDERED_RELEVANT b'1057716'
ACTION SNIPPET 10000 371 SNIPPET_RELEVANT b'1307036'
ACTION DOC 10000 391 EXAMINING_DOCUMENT b'1307036'
ACTION MARK 10000 394 CONSIDERED_RELEVANT b'1307036'
ACTION SNIPPET 10000 397 SNIPPET_RELEVANT b'1283841'
ACTION DOC 10000 417 EXAMINING_DOCUMENT b'1283841'
ACTION MARK 10000 420 CONSIDERED_RELEVANT b'1283841'
ACTION SNIPPET 10000 423 SNIPPET_RELEVANT b'1283837'
ACTION DOC 10000 443 EXAMINING_DOCUMENT b'1283837'
ACTION MARK 10000 446 CONSIDERED_RELEVANT b'1283837'
ACTION SNIPPET 10000 449 SNIPPET_NOT_RELEVANT b'905058'
ACTION SNIPPET 10000 452 SNIPPET_NOT_RELEVANT b'1746475'
ACTION SNIPPET 10000 455 SNIPPET_RELEVANT b'1618576'
ACTION DOC 10000 475 EXAMINING_DOCUMENT b'1618576'
ACTION MARK 10000 478 CONSIDERED_RELEVANT b'1618576'
ACTION SNIPPET 10000 481 SNIPPET_RELEVANT b'1004118'
ACTION DOC 10000 501 EXAMINING_DOCUMENT b'1004118'
ACTION MARK 10000 504 CONSIDERED_RELEVANT b'1004118'
ACTION QUERY 10000 514 Homeschooling supplies
ACTION SERP 10000 519 EXAMINE_SERP
ACTION SNIPPET 10000 522 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 525 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 528 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 531 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 534 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 537 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 540 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 543 SNIPPET_NOT_RELEVANT b'905058'
ACTION SNIPPET 10000 546 SNIPPET_NOT_RELEVANT b'1746475'
ACTION SNIPPET 10000 549 SEEN_PREVIOUSLY b'1618576'
ACTION QUERY 10000 559 Homeschool curriculum
ACTION SERP 10000 564 EXAMINE_SERP
ACTION SNIPPET 10000 567 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 570 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 573 SEEN_PREVIOUSLY b'1283841'
ACTION SNIPPET 10000 576 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 579 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 582 SEEN_PREVIOUSLY b'1307036'
ACTION SNIPPET 10000 585 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 588 SNIPPET_RELEVANT b'1764140'
ACTION DOC 10000 608 EXAMINING_DOCUMENT b'1764140'
ACTION MARK 10000 611 CONSIDERED_RELEVANT b'1764140'
ACTION SNIPPET 10000 614 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 634 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 637 CONSIDERED_RELEVANT b'1534317'
ACTION SNIPPET 10000 640 SNIPPET_NOT_RELEVANT b'905058'
ACTION QUERY 10000 650 Homeschool lesson plans
ACTION SERP 10000 655 EXAMINE_SERP
ACTION SNIPPET 10000 658 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 661 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 664 SEEN_PREVIOUSLY b'1057716'
