ACTION QUERY 10000 10 mercy killing
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'b9a323ca-2484-11e7-a1b3-faff0034e2de'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'2bb0170c-1e9b-11e6-9c81-4be1c14fb8c8'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'f4b2c86f-de1a-4616-8b25-ce3b74ad6066'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'f4b2c86f-de1a-4616-8b25-ce3b74ad6066'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'323eda9c-40b2-11e7-8c25-44d09ff5a4a8'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'323eda9c-40b2-11e7-8c25-44d09ff5a4a8'
ACTION SNIPPET 10000 70 SNIPPET_NOT_RELEVANT b'30ce3bae124447f415898b4436ca904e'
ACTION SNIPPET 10000 73 SNIPPET_RELEVANT b'ad639b01dd0bcfd138950aea05997afb'
ACTION DOC 10000 93 EXAMINING_DOCUMENT b'ad639b01dd0bcfd138950aea05997afb'
ACTION SNIPPET 10000 96 SNIPPET_NOT_RELEVANT b'5029e608b955d56e3efb167ebf2a516b'
ACTION SNIPPET 10000 99 SNIPPET_RELEVANT b'a25977984dc43a81a4fe0e05a8db287d'
ACTION DOC 10000 119 EXAMINING_DOCUMENT b'a25977984dc43a81a4fe0e05a8db287d'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'8bf9a5acbcdef086967c82fa57b70427'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'8bf9a5acbcdef086967c82fa57b70427'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'8bf9a5acbcdef086967c82fa57b70427'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION QUERY 10000 181 Euthanasia laws
ACTION SERP 10000 186 EXAMINE_SERP
ACTION SNIPPET 10000 189 SNIPPET_RELEVANT b'6025c7d0-01fa-11e4-b8ff-89afd3fad6bd'
ACTION DOC 10000 209 EXAMINING_DOCUMENT b'6025c7d0-01fa-11e4-b8ff-89afd3fad6bd'
ACTION SNIPPET 10000 212 SNIPPET_RELEVANT b'b1652cd480688f0a36b3fa4589559977'
ACTION DOC 10000 232 EXAMINING_DOCUMENT b'b1652cd480688f0a36b3fa4589559977'
ACTION SNIPPET 10000 235 SNIPPET_NOT_RELEVANT b'5e33beb3-caf4-4e2a-bbc6-abfd29a17c9f'
ACTION SNIPPET 10000 238 SNIPPET_NOT_RELEVANT b'4c13b12a-45cf-11e5-8ab4-c73967a143d3'
