ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'391930'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'391930'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'391930'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'391931'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'391931'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'391931'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1202009'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1202009'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1202009'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'1058364'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'1058364'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'1058364'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'790384'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'790384'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'790384'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'1057737'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'1057737'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'1057737'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'1210150'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'1210150'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'1210150'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'1356232'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'1356232'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'1356232'
ACTION SNIPPET 10000 278 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 298 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 301 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 304 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 324 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 327 CONSIDERED_RELEVANT b'1630458'
ACTION SNIPPET 10000 330 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 350 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 353 CONSIDERED_RELEVANT b'1534317'
ACTION SNIPPET 10000 356 SNIPPET_RELEVANT b'1825363'
ACTION DOC 10000 376 EXAMINING_DOCUMENT b'1825363'
ACTION MARK 10000 379 CONSIDERED_RELEVANT b'1825363'
ACTION SNIPPET 10000 382 SNIPPET_RELEVANT b'812141'
ACTION DOC 10000 402 EXAMINING_DOCUMENT b'812141'
ACTION MARK 10000 405 CONSIDERED_RELEVANT b'812141'
ACTION SNIPPET 10000 408 SNIPPET_RELEVANT b'1534973'
ACTION DOC 10000 428 EXAMINING_DOCUMENT b'1534973'
ACTION SNIPPET 10000 431 SNIPPET_RELEVANT b'1766937'
ACTION DOC 10000 451 EXAMINING_DOCUMENT b'1766937'
ACTION MARK 10000 454 CONSIDERED_RELEVANT b'1766937'
ACTION SNIPPET 10000 457 SNIPPET_NOT_RELEVANT b'1532699'
ACTION SNIPPET 10000 460 SNIPPET_RELEVANT b'798624'
ACTION DOC 10000 480 EXAMINING_DOCUMENT b'798624'
ACTION MARK 10000 483 CONSIDERED_RELEVANT b'798624'
ACTION SNIPPET 10000 486 SNIPPET_RELEVANT b'798190'
ACTION DOC 10000 506 EXAMINING_DOCUMENT b'798190'
ACTION MARK 10000 509 CONSIDERED_RELEVANT b'798190'
ACTION QUERY 10000 519 Homeschooling benefits
ACTION SERP 10000 524 EXAMINE_SERP
ACTION SNIPPET 10000 527 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 530 SNIPPET_RELEVANT b'1057716'
ACTION DOC 10000 550 EXAMINING_DOCUMENT b'1057716'
ACTION MARK 10000 553 CONSIDERED_RELEVANT b'1057716'
ACTION SNIPPET 10000 556 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 559 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 562 SNIPPET_RELEVANT b'309639'
ACTION DOC 10000 582 EXAMINING_DOCUMENT b'309639'
ACTION MARK 10000 585 CONSIDERED_RELEVANT b'309639'
ACTION SNIPPET 10000 588 SNIPPET_RELEVANT b'1203538'
ACTION DOC 10000 608 EXAMINING_DOCUMENT b'1203538'
ACTION MARK 10000 611 CONSIDERED_RELEVANT b'1203538'
ACTION SNIPPET 10000 614 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 617 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 620 SNIPPET_RELEVANT b'579846'
ACTION DOC 10000 640 EXAMINING_DOCUMENT b'579846'
ACTION MARK 10000 643 CONSIDERED_RELEVANT b'579846'
ACTION SNIPPET 10000 646 SNIPPET_RELEVANT b'1004118'
ACTION DOC 10000 666 EXAMINING_DOCUMENT b'1004118'
ACTION MARK 10000 669 CONSIDERED_RELEVANT b'1004118'
ACTION SNIPPET 10000 672 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 692 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 695 CONSIDERED_RELEVANT b'1266276'
ACTION SNIPPET 10000 698 SNIPPET_RELEVANT b'1283837'
ACTION DOC 10000 718 EXAMINING_DOCUMENT b'1283837'
ACTION MARK 10000 721 CONSIDERED_RELEVANT b'1283837'
ACTION SNIPPET 10000 724 SNIPPET_NOT_RELEVANT b'1157437'
ACTION SNIPPET 10000 727 SNIPPET_RELEVANT b'1764140'
ACTION DOC 10000 747 EXAMINING_DOCUMENT b'1764140'
ACTION MARK 10000 750 CONSIDERED_RELEVANT b'1764140'
ACTION SNIPPET 10000 753 SNIPPET_NOT_RELEVANT b'458624'
ACTION SNIPPET 10000 756 SNIPPET_RELEVANT b'664930'
ACTION DOC 10000 776 EXAMINING_DOCUMENT b'664930'
ACTION SNIPPET 10000 779 SNIPPET_NOT_RELEVANT b'393609'
ACTION SNIPPET 10000 782 SNIPPET_NOT_RELEVANT b'199142'
ACTION SNIPPET 10000 785 SNIPPET_NOT_RELEVANT b'92227'
ACTION SNIPPET 10000 788 SNIPPET_RELEVANT b'1618576'
ACTION DOC 10000 808 EXAMINING_DOCUMENT b'1618576'
ACTION MARK 10000 811 CONSIDERED_RELEVANT b'1618576'
ACTION QUERY 10000 821 Homeschooling supplies
ACTION SERP 10000 826 EXAMINE_SERP
ACTION SNIPPET 10000 829 SEEN_PREVIOUSLY b'1057716'
ACTION SNIPPET 10000 832 SNIPPET_RELEVANT b'770793'
ACTION DOC 10000 852 EXAMINING_DOCUMENT b'770793'
ACTION SNIPPET 10000 855 SNIPPET_NOT_RELEVANT b'803876'
ACTION SNIPPET 10000 858 SNIPPET_NOT_RELEVANT b'803686'
ACTION SNIPPET 10000 861 SEEN_PREVIOUSLY b'1534317'
ACTION SNIPPET 10000 864 SEEN_PREVIOUSLY b'403043'
ACTION SNIPPET 10000 867 SEEN_PREVIOUSLY b'1057737'
ACTION SNIPPET 10000 870 SEEN_PREVIOUSLY b'309639'
ACTION SNIPPET 10000 873 SEEN_PREVIOUSLY b'1630458'
ACTION SNIPPET 10000 876 SEEN_PREVIOUSLY b'1766937'
ACTION SNIPPET 10000 879 SEEN_PREVIOUSLY b'579846'
ACTION SNIPPET 10000 882 SEEN_PREVIOUSLY b'1266276'
ACTION SNIPPET 10000 885 SEEN_PREVIOUSLY b'1203538'
ACTION SNIPPET 10000 888 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 891 SEEN_PREVIOUSLY b'1283837'
ACTION SNIPPET 10000 894 SNIPPET_NOT_RELEVANT b'743928'
ACTION SNIPPET 10000 897 SEEN_PREVIOUSLY b'1764140'
