ACTION QUERY 10000 10 Iran-Iraq Cooperation
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'554506'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'1071852'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'713338'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'713338'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'713339'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'713339'
ACTION SNIPPET 10000 70 SNIPPET_NOT_RELEVANT b'534952'
ACTION SNIPPET 10000 73 SNIPPET_RELEVANT b'1135940'
ACTION DOC 10000 93 EXAMINING_DOCUMENT b'1135940'
ACTION SNIPPET 10000 96 SNIPPET_NOT_RELEVANT b'271500'
ACTION SNIPPET 10000 99 SNIPPET_RELEVANT b'299639'
ACTION DOC 10000 119 EXAMINING_DOCUMENT b'299639'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'514875'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'514875'
ACTION SNIPPET 10000 145 SNIPPET_RELEVANT b'185748'
ACTION DOC 10000 165 EXAMINING_DOCUMENT b'185748'
ACTION SNIPPET 10000 168 SNIPPET_RELEVANT b'528943'
ACTION DOC 10000 188 EXAMINING_DOCUMENT b'528943'
ACTION SNIPPET 10000 191 SNIPPET_RELEVANT b'1686509'
ACTION DOC 10000 211 EXAMINING_DOCUMENT b'1686509'
ACTION SNIPPET 10000 214 SNIPPET_NOT_RELEVANT b'1715748'
ACTION SNIPPET 10000 217 SNIPPET_NOT_RELEVANT b'923443'
ACTION SNIPPET 10000 220 SNIPPET_NOT_RELEVANT b'234417'
ACTION SNIPPET 10000 223 SNIPPET_RELEVANT b'1374205'
ACTION DOC 10000 243 EXAMINING_DOCUMENT b'1374205'
ACTION SNIPPET 10000 246 SNIPPET_NOT_RELEVANT b'114061'
ACTION SNIPPET 10000 249 SNIPPET_NOT_RELEVANT b'145150'
ACTION SNIPPET 10000 252 SNIPPET_NOT_RELEVANT b'1410375'
ACTION SNIPPET 10000 255 SNIPPET_NOT_RELEVANT b'81447'
ACTION QUERY 10000 265 Iran Iraq alliance
ACTION SERP 10000 270 EXAMINE_SERP
ACTION SNIPPET 10000 273 SNIPPET_NOT_RELEVANT b'386837'
ACTION SNIPPET 10000 276 SNIPPET_RELEVANT b'414086'
ACTION DOC 10000 296 EXAMINING_DOCUMENT b'414086'
ACTION MARK 10000 299 CONSIDERED_RELEVANT b'414086'
