ACTION QUERY 10000 10 tropical storms
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'372674'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'291231'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'1728581'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'1728581'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'391008'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'391008'
ACTION MARK 10000 70 CONSIDERED_RELEVANT b'391008'
ACTION SNIPPET 10000 73 SNIPPET_RELEVANT b'390748'
ACTION DOC 10000 93 EXAMINING_DOCUMENT b'390748'
ACTION MARK 10000 96 CONSIDERED_RELEVANT b'390748'
ACTION SNIPPET 10000 99 SNIPPET_RELEVANT b'264198'
ACTION DOC 10000 119 EXAMINING_DOCUMENT b'264198'
ACTION MARK 10000 122 CONSIDERED_RELEVANT b'264198'
ACTION SNIPPET 10000 125 SNIPPET_NOT_RELEVANT b'796137'
ACTION SNIPPET 10000 128 SNIPPET_RELEVANT b'467372'
ACTION DOC 10000 148 EXAMINING_DOCUMENT b'467372'
ACTION SNIPPET 10000 151 SNIPPET_RELEVANT b'175295'
ACTION DOC 10000 171 EXAMINING_DOCUMENT b'175295'
ACTION MARK 10000 174 CONSIDERED_RELEVANT b'175295'
ACTION SNIPPET 10000 177 SNIPPET_RELEVANT b'1769057'
ACTION DOC 10000 197 EXAMINING_DOCUMENT b'1769057'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'372180'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'372180'
ACTION SNIPPET 10000 223 SNIPPET_RELEVANT b'389065'
ACTION DOC 10000 243 EXAMINING_DOCUMENT b'389065'
ACTION MARK 10000 246 CONSIDERED_RELEVANT b'389065'
ACTION SNIPPET 10000 249 SNIPPET_NOT_RELEVANT b'1785845'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'176935'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'176935'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'176935'
ACTION SNIPPET 10000 278 SNIPPET_NOT_RELEVANT b'1139645'
ACTION SNIPPET 10000 281 SNIPPET_RELEVANT b'45838'
ACTION DOC 10000 301 EXAMINING_DOCUMENT b'45838'
ACTION SNIPPET 10000 304 SNIPPET_RELEVANT b'726701'
ACTION DOC 10000 324 EXAMINING_DOCUMENT b'726701'
ACTION MARK 10000 327 CONSIDERED_RELEVANT b'726701'
ACTION SNIPPET 10000 330 SNIPPET_NOT_RELEVANT b'45108'
ACTION SNIPPET 10000 333 SNIPPET_NOT_RELEVANT b'284673'
ACTION SNIPPET 10000 336 SNIPPET_NOT_RELEVANT b'792143'
ACTION SNIPPET 10000 339 SNIPPET_NOT_RELEVANT b'1768766'
ACTION SNIPPET 10000 342 SNIPPET_NOT_RELEVANT b'442826'
ACTION SNIPPET 10000 345 SNIPPET_RELEVANT b'1604408'
ACTION DOC 10000 365 EXAMINING_DOCUMENT b'1604408'
ACTION MARK 10000 368 CONSIDERED_RELEVANT b'1604408'
ACTION SNIPPET 10000 371 SNIPPET_NOT_RELEVANT b'813352'
ACTION SNIPPET 10000 374 SNIPPET_RELEVANT b'285115'
ACTION DOC 10000 394 EXAMINING_DOCUMENT b'285115'
ACTION SNIPPET 10000 397 SNIPPET_RELEVANT b'254456'
ACTION DOC 10000 417 EXAMINING_DOCUMENT b'254456'
ACTION MARK 10000 420 CONSIDERED_RELEVANT b'254456'
ACTION SNIPPET 10000 423 SNIPPET_RELEVANT b'552727'
ACTION DOC 10000 443 EXAMINING_DOCUMENT b'552727'
ACTION SNIPPET 10000 446 SNIPPET_NOT_RELEVANT b'183257'
ACTION SNIPPET 10000 449 SNIPPET_RELEVANT b'1490381'
ACTION DOC 10000 469 EXAMINING_DOCUMENT b'1490381'
ACTION SNIPPET 10000 472 SNIPPET_NOT_RELEVANT b'1698256'
ACTION QUERY 10000 482 Hurricane Katrina damages
ACTION SERP 10000 487 EXAMINE_SERP
ACTION SNIPPET 10000 490 SNIPPET_RELEVANT b'1724162'
ACTION DOC 10000 510 EXAMINING_DOCUMENT b'1724162'
ACTION MARK 10000 513 CONSIDERED_RELEVANT b'1724162'
ACTION SNIPPET 10000 516 SNIPPET_NOT_RELEVANT b'1775816'
ACTION SNIPPET 10000 519 SNIPPET_NOT_RELEVANT b'1705214'
ACTION SNIPPET 10000 522 SNIPPET_NOT_RELEVANT b'1698587'
ACTION SNIPPET 10000 525 SNIPPET_RELEVANT b'1697471'
ACTION DOC 10000 545 EXAMINING_DOCUMENT b'1697471'
ACTION SNIPPET 10000 548 SNIPPET_RELEVANT b'1698368'
ACTION DOC 10000 568 EXAMINING_DOCUMENT b'1698368'
ACTION MARK 10000 571 CONSIDERED_RELEVANT b'1698368'
ACTION SNIPPET 10000 574 SNIPPET_RELEVANT b'1705789'
ACTION DOC 10000 594 EXAMINING_DOCUMENT b'1705789'
ACTION MARK 10000 597 CONSIDERED_RELEVANT b'1705789'
ACTION SNIPPET 10000 600 SNIPPET_NOT_RELEVANT b'1820013'
ACTION SNIPPET 10000 603 SNIPPET_NOT_RELEVANT b'1783276'
ACTION SNIPPET 10000 606 SNIPPET_RELEVANT b'1837231'
ACTION DOC 10000 626 EXAMINING_DOCUMENT b'1837231'
ACTION SNIPPET 10000 629 SNIPPET_NOT_RELEVANT b'1700808'
ACTION SNIPPET 10000 632 SNIPPET_NOT_RELEVANT b'1704548'
ACTION SNIPPET 10000 635 SNIPPET_NOT_RELEVANT b'1718680'
ACTION SNIPPET 10000 638 SNIPPET_RELEVANT b'1745336'
ACTION DOC 10000 658 EXAMINING_DOCUMENT b'1745336'
ACTION QUERY 10000 668 Typhoon Haiyan casualties
ACTION SERP 10000 673 EXAMINE_SERP
ACTION SNIPPET 10000 676 SNIPPET_RELEVANT b'806480'
ACTION DOC 10000 696 EXAMINING_DOCUMENT b'806480'
ACTION MARK 10000 699 CONSIDERED_RELEVANT b'806480'
ACTION SNIPPET 10000 702 SNIPPET_NOT_RELEVANT b'97037'
ACTION SNIPPET 10000 705 SNIPPET_RELEVANT b'96716'
ACTION DOC 10000 725 EXAMINING_DOCUMENT b'96716'
ACTION MARK 10000 728 CONSIDERED_RELEVANT b'96716'
ACTION SNIPPET 10000 731 SNIPPET_RELEVANT b'1631510'
ACTION DOC 10000 751 EXAMINING_DOCUMENT b'1631510'
ACTION MARK 10000 754 CONSIDERED_RELEVANT b'1631510'
ACTION SNIPPET 10000 757 SNIPPET_RELEVANT b'1421635'
ACTION DOC 10000 777 EXAMINING_DOCUMENT b'1421635'
ACTION SNIPPET 10000 780 SNIPPET_NOT_RELEVANT b'59144'
ACTION SNIPPET 10000 783 SNIPPET_NOT_RELEVANT b'905485'
ACTION SNIPPET 10000 786 SNIPPET_RELEVANT b'195829'
ACTION DOC 10000 806 EXAMINING_DOCUMENT b'195829'
ACTION MARK 10000 809 CONSIDERED_RELEVANT b'195829'
ACTION SNIPPET 10000 812 SNIPPET_RELEVANT b'57239'
ACTION DOC 10000 832 EXAMINING_DOCUMENT b'57239'
ACTION MARK 10000 835 CONSIDERED_RELEVANT b'57239'
ACTION SNIPPET 10000 838 SNIPPET_RELEVANT b'363865'
ACTION DOC 10000 858 EXAMINING_DOCUMENT b'363865'
ACTION MARK 10000 861 CONSIDERED_RELEVANT b'363865'
ACTION SNIPPET 10000 864 SNIPPET_RELEVANT b'381153'
ACTION DOC 10000 884 EXAMINING_DOCUMENT b'381153'
ACTION MARK 10000 887 CONSIDERED_RELEVANT b'381153'
ACTION SNIPPET 10000 890 SNIPPET_NOT_RELEVANT b'1037996'
ACTION SNIPPET 10000 893 SNIPPET_NOT_RELEVANT b'573046'
ACTION SNIPPET 10000 896 SNIPPET_RELEVANT b'291917'
ACTION DOC 10000 916 EXAMINING_DOCUMENT b'291917'
ACTION MARK 10000 919 CONSIDERED_RELEVANT b'291917'
ACTION SNIPPET 10000 922 SNIPPET_RELEVANT b'1762603'
ACTION DOC 10000 942 EXAMINING_DOCUMENT b'1762603'
ACTION SNIPPET 10000 945 SNIPPET_RELEVANT b'1610039'
ACTION DOC 10000 965 EXAMINING_DOCUMENT b'1610039'
ACTION SNIPPET 10000 968 SNIPPET_RELEVANT b'1620865'
ACTION DOC 10000 988 EXAMINING_DOCUMENT b'1620865'
ACTION MARK 10000 991 CONSIDERED_RELEVANT b'1620865'
ACTION SNIPPET 10000 994 SNIPPET_RELEVANT b'553096'
ACTION DOC 10000 1014 EXAMINING_DOCUMENT b'553096'
ACTION MARK 10000 1017 CONSIDERED_RELEVANT b'553096'
ACTION SNIPPET 10000 1020 SNIPPET_NOT_RELEVANT b'374159'
ACTION SNIPPET 10000 1023 SNIPPET_RELEVANT b'363476'
ACTION DOC 10000 1043 EXAMINING_DOCUMENT b'363476'
ACTION MARK 10000 1046 CONSIDERED_RELEVANT b'363476'
ACTION SNIPPET 10000 1049 SNIPPET_NOT_RELEVANT b'409966'
ACTION SNIPPET 10000 1052 SNIPPET_NOT_RELEVANT b'1405183'
