ACTION QUERY 10000 10 Iran-Iraq Cooperation
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'1135940'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'271500'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'514875'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'514875'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'185748'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'185748'
ACTION SNIPPET 10000 70 SNIPPET_NOT_RELEVANT b'528943'
ACTION SNIPPET 10000 73 SNIPPET_RELEVANT b'1686509'
ACTION DOC 10000 93 EXAMINING_DOCUMENT b'1686509'
ACTION SNIPPET 10000 96 SNIPPET_NOT_RELEVANT b'923443'
ACTION SNIPPET 10000 99 SNIPPET_RELEVANT b'234417'
ACTION DOC 10000 119 EXAMINING_DOCUMENT b'234417'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'1374205'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'1374205'
ACTION QUERY 10000 152 Iran Iraq alliance
ACTION SERP 10000 157 EXAMINE_SERP
ACTION SNIPPET 10000 160 SNIPPET_RELEVANT b'386837'
ACTION DOC 10000 180 EXAMINING_DOCUMENT b'386837'
ACTION SNIPPET 10000 183 SNIPPET_RELEVANT b'414086'
ACTION DOC 10000 203 EXAMINING_DOCUMENT b'414086'
ACTION MARK 10000 206 CONSIDERED_RELEVANT b'414086'
ACTION SNIPPET 10000 209 SNIPPET_RELEVANT b'401575'
ACTION DOC 10000 229 EXAMINING_DOCUMENT b'401575'
ACTION MARK 10000 232 CONSIDERED_RELEVANT b'401575'
ACTION SNIPPET 10000 235 SNIPPET_NOT_RELEVANT b'1443704'
ACTION SNIPPET 10000 238 SNIPPET_RELEVANT b'643598'
ACTION DOC 10000 258 EXAMINING_DOCUMENT b'643598'
ACTION MARK 10000 261 CONSIDERED_RELEVANT b'643598'
ACTION SNIPPET 10000 264 SNIPPET_NOT_RELEVANT b'1639627'
ACTION SNIPPET 10000 267 SNIPPET_RELEVANT b'995766'
ACTION DOC 10000 287 EXAMINING_DOCUMENT b'995766'
ACTION SNIPPET 10000 290 SNIPPET_RELEVANT b'419199'
ACTION DOC 10000 310 EXAMINING_DOCUMENT b'419199'
ACTION MARK 10000 313 CONSIDERED_RELEVANT b'419199'
ACTION SNIPPET 10000 316 SNIPPET_NOT_RELEVANT b'58799'
ACTION SNIPPET 10000 319 SNIPPET_NOT_RELEVANT b'31871'
ACTION SNIPPET 10000 322 SNIPPET_RELEVANT b'382211'
ACTION DOC 10000 342 EXAMINING_DOCUMENT b'382211'
ACTION MARK 10000 345 CONSIDERED_RELEVANT b'382211'
ACTION SNIPPET 10000 348 SNIPPET_NOT_RELEVANT b'1752727'
ACTION SNIPPET 10000 351 SNIPPET_NOT_RELEVANT b'1652191'
ACTION SNIPPET 10000 354 SNIPPET_RELEVANT b'1634960'
ACTION DOC 10000 374 EXAMINING_DOCUMENT b'1634960'
ACTION SNIPPET 10000 377 SNIPPET_NOT_RELEVANT b'143195'
ACTION SNIPPET 10000 380 SNIPPET_RELEVANT b'84774'
ACTION DOC 10000 400 EXAMINING_DOCUMENT b'84774'
ACTION SNIPPET 10000 403 SNIPPET_RELEVANT b'392286'
ACTION DOC 10000 423 EXAMINING_DOCUMENT b'392286'
ACTION SNIPPET 10000 426 SNIPPET_RELEVANT b'379631'
ACTION DOC 10000 446 EXAMINING_DOCUMENT b'379631'
ACTION SNIPPET 10000 449 SNIPPET_NOT_RELEVANT b'1079623'
ACTION SNIPPET 10000 452 SNIPPET_RELEVANT b'1363999'
ACTION DOC 10000 472 EXAMINING_DOCUMENT b'1363999'
ACTION QUERY 10000 482 Iran Iraq strategic partnership
ACTION SERP 10000 487 EXAMINE_SERP
ACTION SNIPPET 10000 490 SEEN_PREVIOUSLY b'995766'
ACTION SNIPPET 10000 493 SNIPPET_NOT_RELEVANT b'22032'
ACTION SNIPPET 10000 496 SNIPPET_RELEVANT b'1804952'
ACTION DOC 10000 516 EXAMINING_DOCUMENT b'1804952'
ACTION SNIPPET 10000 519 SNIPPET_NOT_RELEVANT b'186158'
ACTION SNIPPET 10000 522 SNIPPET_NOT_RELEVANT b'1811052'
ACTION SNIPPET 10000 525 SNIPPET_NOT_RELEVANT b'1847394'
ACTION SNIPPET 10000 528 SNIPPET_RELEVANT b'1804726'
ACTION DOC 10000 548 EXAMINING_DOCUMENT b'1804726'
ACTION SNIPPET 10000 551 SNIPPET_RELEVANT b'1827219'
ACTION DOC 10000 571 EXAMINING_DOCUMENT b'1827219'
ACTION SNIPPET 10000 574 SNIPPET_NOT_RELEVANT b'131136'
ACTION SNIPPET 10000 577 SNIPPET_NOT_RELEVANT b'131653'
ACTION SNIPPET 10000 580 SNIPPET_NOT_RELEVANT b'137346'
ACTION SNIPPET 10000 583 SNIPPET_RELEVANT b'31871'
ACTION DOC 10000 603 EXAMINING_DOCUMENT b'31871'
ACTION QUERY 10000 613 Iran Iraq military cooperation
ACTION SERP 10000 618 EXAMINE_SERP
ACTION SNIPPET 10000 621 SEEN_PREVIOUSLY b'995766'
ACTION SNIPPET 10000 624 SNIPPET_NOT_RELEVANT b'552520'
ACTION SNIPPET 10000 627 SNIPPET_RELEVANT b'376665'
ACTION DOC 10000 647 EXAMINING_DOCUMENT b'376665'
ACTION MARK 10000 650 CONSIDERED_RELEVANT b'376665'
ACTION SNIPPET 10000 653 SNIPPET_NOT_RELEVANT b'1591329'
ACTION SNIPPET 10000 656 SNIPPET_RELEVANT b'1692675'
ACTION DOC 10000 676 EXAMINING_DOCUMENT b'1692675'
