ACTION QUERY 10000 10 mercy killing
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_NOT_RELEVANT b'5029e608b955d56e3efb167ebf2a516b'
ACTION SNIPPET 10000 21 SNIPPET_NOT_RELEVANT b'86dfd7666339d9192008119ec896a1ab'
ACTION SNIPPET 10000 24 SNIPPET_RELEVANT b'73619882c614a987f9b2057960b30867'
ACTION DOC 10000 44 EXAMINING_DOCUMENT b'73619882c614a987f9b2057960b30867'
ACTION SNIPPET 10000 47 SNIPPET_RELEVANT b'0cee0a18378f52c102bb2ae24c3de75a'
ACTION DOC 10000 67 EXAMINING_DOCUMENT b'0cee0a18378f52c102bb2ae24c3de75a'
ACTION SNIPPET 10000 70 SNIPPET_NOT_RELEVANT b'19f966b6-1a23-11e6-aa55-670cabef46e0'
ACTION SNIPPET 10000 73 SNIPPET_RELEVANT b'a25977984dc43a81a4fe0e05a8db287d'
ACTION DOC 10000 93 EXAMINING_DOCUMENT b'a25977984dc43a81a4fe0e05a8db287d'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'f1fdeace2fd2d134bc396da79d8b4278'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'30ce3bae124447f415898b4436ca904e'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'30ce3bae124447f415898b4436ca904e'
ACTION SNIPPET 10000 145 SNIPPET_RELEVANT b'52a93cc17548cd68b96ecbd1891d204a'
ACTION DOC 10000 165 EXAMINING_DOCUMENT b'52a93cc17548cd68b96ecbd1891d204a'
ACTION SNIPPET 10000 168 SNIPPET_RELEVANT b'70e1545dec7e946173c07bbb1ac1d88c'
ACTION DOC 10000 188 EXAMINING_DOCUMENT b'70e1545dec7e946173c07bbb1ac1d88c'
ACTION SNIPPET 10000 191 SNIPPET_RELEVANT b'72d0e698-f74f-11e5-9804-537defcc3cf6'
ACTION DOC 10000 211 EXAMINING_DOCUMENT b'72d0e698-f74f-11e5-9804-537defcc3cf6'
ACTION SNIPPET 10000 214 SNIPPET_RELEVANT b'b80017db40ebd3723ea2d94b76cb95c2'
ACTION DOC 10000 234 EXAMINING_DOCUMENT b'b80017db40ebd3723ea2d94b76cb95c2'
ACTION QUERY 10000 244 Euthanasia laws
ACTION SERP 10000 249 EXAMINE_SERP
ACTION SNIPPET 10000 252 SNIPPET_NOT_RELEVANT b'b1652cd480688f0a36b3fa4589559977'
ACTION SNIPPET 10000 255 SNIPPET_NOT_RELEVANT b'5e33beb3-caf4-4e2a-bbc6-abfd29a17c9f'
ACTION SNIPPET 10000 258 SNIPPET_NOT_RELEVANT b'c75faaca-961c-11e6-bc79-af1cd3d2984b'
ACTION SNIPPET 10000 261 SNIPPET_RELEVANT b'4c13b12a-45cf-11e5-8ab4-c73967a143d3'
ACTION DOC 10000 281 EXAMINING_DOCUMENT b'4c13b12a-45cf-11e5-8ab4-c73967a143d3'
ACTION SNIPPET 10000 284 SNIPPET_NOT_RELEVANT b'f945c380d931878cb041acbb2d3c2436'
ACTION SNIPPET 10000 287 SNIPPET_NOT_RELEVANT b'e2afd5540ed83ec6d7fc88a46f0f01e4'
ACTION SNIPPET 10000 290 SNIPPET_NOT_RELEVANT b'4486d292-1df6-11e2-8817-41b9a7aaabc7'
ACTION SNIPPET 10000 293 SNIPPET_NOT_RELEVANT b'5b8dda0700885400162493bd909d1ff4'
ACTION SNIPPET 10000 296 SNIPPET_NOT_RELEVANT b'786ea10d70017958ccd4828b3dea62f0'
ACTION SNIPPET 10000 299 SNIPPET_NOT_RELEVANT b'1b355e96-0bd5-11e2-a310-2363842b7057'
ACTION SNIPPET 10000 302 SNIPPET_RELEVANT b'ab25da35c30f377cd49f9ff322d13d39'
ACTION DOC 10000 322 EXAMINING_DOCUMENT b'ab25da35c30f377cd49f9ff322d13d39'
ACTION MARK 10000 325 CONSIDERED_RELEVANT b'ab25da35c30f377cd49f9ff322d13d39'
ACTION SNIPPET 10000 328 SNIPPET_NOT_RELEVANT b'ea27b883443469d8923840da089eadab'
ACTION SNIPPET 10000 331 SNIPPET_RELEVANT b'70399b7a6083f21c4cd2b3f858857a17'
