ACTION QUERY 10000 10 home schooling
ACTION SERP 10000 15 EXAMINE_SERP
ACTION SNIPPET 10000 18 SNIPPET_RELEVANT b'973404'
ACTION DOC 10000 38 EXAMINING_DOCUMENT b'973404'
ACTION MARK 10000 41 CONSIDERED_RELEVANT b'973404'
ACTION SNIPPET 10000 44 SNIPPET_RELEVANT b'1356039'
ACTION DOC 10000 64 EXAMINING_DOCUMENT b'1356039'
ACTION MARK 10000 67 CONSIDERED_RELEVANT b'1356039'
ACTION SNIPPET 10000 70 SNIPPET_RELEVANT b'403043'
ACTION DOC 10000 90 EXAMINING_DOCUMENT b'403043'
ACTION MARK 10000 93 CONSIDERED_RELEVANT b'403043'
ACTION SNIPPET 10000 96 SNIPPET_RELEVANT b'1696258'
ACTION DOC 10000 116 EXAMINING_DOCUMENT b'1696258'
ACTION MARK 10000 119 CONSIDERED_RELEVANT b'1696258'
ACTION SNIPPET 10000 122 SNIPPET_RELEVANT b'72341'
ACTION DOC 10000 142 EXAMINING_DOCUMENT b'72341'
ACTION MARK 10000 145 CONSIDERED_RELEVANT b'72341'
ACTION SNIPPET 10000 148 SNIPPET_RELEVANT b'1682148'
ACTION DOC 10000 168 EXAMINING_DOCUMENT b'1682148'
ACTION MARK 10000 171 CONSIDERED_RELEVANT b'1682148'
ACTION SNIPPET 10000 174 SNIPPET_RELEVANT b'1537262'
ACTION DOC 10000 194 EXAMINING_DOCUMENT b'1537262'
ACTION MARK 10000 197 CONSIDERED_RELEVANT b'1537262'
ACTION SNIPPET 10000 200 SNIPPET_RELEVANT b'1635819'
ACTION DOC 10000 220 EXAMINING_DOCUMENT b'1635819'
ACTION MARK 10000 223 CONSIDERED_RELEVANT b'1635819'
ACTION SNIPPET 10000 226 SNIPPET_RELEVANT b'1266276'
ACTION DOC 10000 246 EXAMINING_DOCUMENT b'1266276'
ACTION MARK 10000 249 CONSIDERED_RELEVANT b'1266276'
ACTION SNIPPET 10000 252 SNIPPET_RELEVANT b'1630458'
ACTION DOC 10000 272 EXAMINING_DOCUMENT b'1630458'
ACTION MARK 10000 275 CONSIDERED_RELEVANT b'1630458'
ACTION SNIPPET 10000 278 SNIPPET_RELEVANT b'1682430'
ACTION DOC 10000 298 EXAMINING_DOCUMENT b'1682430'
ACTION MARK 10000 301 CONSIDERED_RELEVANT b'1682430'
ACTION SNIPPET 10000 304 SNIPPET_RELEVANT b'1201094'
ACTION DOC 10000 324 EXAMINING_DOCUMENT b'1201094'
ACTION MARK 10000 327 CONSIDERED_RELEVANT b'1201094'
ACTION SNIPPET 10000 330 SNIPPET_RELEVANT b'1004118'
ACTION DOC 10000 350 EXAMINING_DOCUMENT b'1004118'
ACTION MARK 10000 353 CONSIDERED_RELEVANT b'1004118'
ACTION SNIPPET 10000 356 SNIPPET_RELEVANT b'526264'
ACTION DOC 10000 376 EXAMINING_DOCUMENT b'526264'
ACTION MARK 10000 379 CONSIDERED_RELEVANT b'526264'
ACTION SNIPPET 10000 382 SNIPPET_RELEVANT b'1825363'
ACTION DOC 10000 402 EXAMINING_DOCUMENT b'1825363'
ACTION MARK 10000 405 CONSIDERED_RELEVANT b'1825363'
ACTION SNIPPET 10000 408 SNIPPET_RELEVANT b'1158387'
ACTION DOC 10000 428 EXAMINING_DOCUMENT b'1158387'
ACTION MARK 10000 431 CONSIDERED_RELEVANT b'1158387'
ACTION SNIPPET 10000 434 SNIPPET_RELEVANT b'386255'
ACTION DOC 10000 454 EXAMINING_DOCUMENT b'386255'
ACTION MARK 10000 457 CONSIDERED_RELEVANT b'386255'
ACTION SNIPPET 10000 460 SNIPPET_NOT_RELEVANT b'933609'
ACTION SNIPPET 10000 463 SNIPPET_RELEVANT b'790461'
ACTION DOC 10000 483 EXAMINING_DOCUMENT b'790461'
ACTION MARK 10000 486 CONSIDERED_RELEVANT b'790461'
ACTION SNIPPET 10000 489 SNIPPET_RELEVANT b'1534317'
ACTION DOC 10000 509 EXAMINING_DOCUMENT b'1534317'
ACTION MARK 10000 512 CONSIDERED_RELEVANT b'1534317'
ACTION QUERY 10000 522 Homeschooling benefits
ACTION SERP 10000 527 EXAMINE_SERP
ACTION SNIPPET 10000 530 SNIPPET_RELEVANT b'309639'
ACTION DOC 10000 550 EXAMINING_DOCUMENT b'309639'
ACTION MARK 10000 553 CONSIDERED_RELEVANT b'309639'
ACTION SNIPPET 10000 556 SNIPPET_RELEVANT b'1203538'
ACTION DOC 10000 576 EXAMINING_DOCUMENT b'1203538'
ACTION MARK 10000 579 CONSIDERED_RELEVANT b'1203538'
ACTION SNIPPET 10000 582 SNIPPET_RELEVANT b'1057716'
ACTION DOC 10000 602 EXAMINING_DOCUMENT b'1057716'
ACTION MARK 10000 605 CONSIDERED_RELEVANT b'1057716'
ACTION SNIPPET 10000 608 SNIPPET_RELEVANT b'1307036'
ACTION DOC 10000 628 EXAMINING_DOCUMENT b'1307036'
ACTION MARK 10000 631 CONSIDERED_RELEVANT b'1307036'
ACTION SNIPPET 10000 634 SNIPPET_RELEVANT b'1283841'
ACTION DOC 10000 654 EXAMINING_DOCUMENT b'1283841'
ACTION MARK 10000 657 CONSIDERED_RELEVANT b'1283841'
ACTION SNIPPET 10000 660 SNIPPET_RELEVANT b'1283837'
ACTION DOC 10000 680 EXAMINING_DOCUMENT b'1283837'
ACTION MARK 10000 683 CONSIDERED_RELEVANT b'1283837'
ACTION SNIPPET 10000 686 SNIPPET_RELEVANT b'905058'
ACTION DOC 10000 706 EXAMINING_DOCUMENT b'905058'
ACTION SNIPPET 10000 709 SNIPPET_NOT_RELEVANT b'1746475'
ACTION SNIPPET 10000 712 SNIPPET_RELEVANT b'1618576'
ACTION DOC 10000 732 EXAMINING_DOCUMENT b'1618576'
ACTION MARK 10000 735 CONSIDERED_RELEVANT b'1618576'
ACTION SNIPPET 10000 738 SEEN_PREVIOUSLY b'1004118'
ACTION SNIPPET 10000 741 SNIPPET_NOT_RELEVANT b'579846'
ACTION SNIPPET 10000 744 SNIPPET_RELEVANT b'1750572'
ACTION DOC 10000 764 EXAMINING_DOCUMENT b'1750572'
ACTION MARK 10000 767 CONSIDERED_RELEVANT b'1750572'
ACTION SNIPPET 10000 770 SNIPPET_NOT_RELEVANT b'1750574'
